,season,team,number,name
0,2019,MIL,9,Wesley Matthews
1,2019,MIL,11,Brook Lopez
2,2019,MIL,24,Pat Connaughton
3,2019,MIL,42,Robin Lopez
4,2019,MIL,0,Donte DiVincenzo
5,2019,MIL,34,Giannis Antetokounmpo
6,2019,MIL,6,Eric Bledsoe
7,2019,MIL,7,Ersan İlyasova
8,2019,MIL,22,Khris Middleton
9,2019,MIL,3,George Hill
10,2019,MIL,26,Kyle Korver
11,2019,MIL,23,Sterling Brown
12,2019,MIL,5,D.J. Wilson
13,2019,MIL,43,Thanasis Antetokounmpo
14,2019,MIL,20,Marvin Williams
15,2019,MIL,15,Frank Mason III  (TW)
16,2019,MIL,,Cameron Reynolds  (TW)
17,2019,TOR,0,Terence Davis
18,2019,TOR,3,OG Anunoby
19,2019,TOR,25,Chris Boucher
20,2019,TOR,43,Pascal Siakam
21,2019,TOR,7,Kyle Lowry
22,2019,TOR,4,Rondae Hollis-Jefferson
23,2019,TOR,9,Serge Ibaka
24,2019,TOR,23,Fred VanVleet
25,2019,TOR,24,Norman Powell
26,2019,TOR,22,Patrick McCaw
27,2019,TOR,33,Marc Gasol
28,2019,TOR,21,Matt Thomas
29,2019,TOR,13,Malcolm Miller
30,2019,TOR,5,Stanley Johnson
31,2019,TOR,12,Oshae Brissett  (TW)
32,2019,TOR,20,Dewan Hernandez
33,2019,TOR,1,Paul Watson  (TW)
34,2019,BOS,9,Brad Wanamaker
35,2019,BOS,12,Grant Williams
36,2019,BOS,37,Semi Ojeleye
37,2019,BOS,0,Jayson Tatum
38,2019,BOS,27,Daniel Theis
39,2019,BOS,36,Marcus Smart
40,2019,BOS,11,Enes Kanter
41,2019,BOS,8,Kemba Walker
42,2019,BOS,7,Jaylen Brown
43,2019,BOS,20,Gordon Hayward
44,2019,BOS,43,Javonte Green
45,2019,BOS,4,Carsen Edwards
46,2019,BOS,45,Romeo Langford
47,2019,BOS,44,Robert Williams
48,2019,BOS,77,Vincent Poirier
49,2019,BOS,51,Tremont Waters  (TW)
50,2019,BOS,99,Tacko Fall  (TW)
51,2019,MIA,13,Bam Adebayo
52,2019,MIA,55,Duncan Robinson
53,2019,MIA,25,Kendrick Nunn
54,2019,MIA,9,Kelly Olynyk
55,2019,MIA,22,Jimmy Butler
56,2019,MIA,7,Goran Dragić
57,2019,MIA,5,Derrick Jones Jr.
58,2019,MIA,0,Meyers Leonard
59,2019,MIA,14,Tyler Herro
60,2019,MIA,30,Chris Silva
61,2019,MIA,28,Andre Iguodala
62,2019,MIA,99,Jae Crowder
63,2019,MIA,44,Solomon Hill
64,2019,MIA,2,Gabe Vincent  (TW)
65,2019,MIA,4,KZ Okpala
66,2019,MIA,40,Udonis Haslem
67,2019,MIA,,Kyle Alexander  (TW)
68,2019,IND,8,Justin Holiday
69,2019,IND,9,T.J. McConnell
70,2019,IND,11,Domantas Sabonis
71,2019,IND,20,Doug McDermott
72,2019,IND,1,T.J. Warren
73,2019,IND,3,Aaron Holiday
74,2019,IND,33,Myles Turner
75,2019,IND,88,Goga Bitadze
76,2019,IND,7,Malcolm Brogdon
77,2019,IND,26,Jeremy Lamb
78,2019,IND,14,JaKarr Sampson
79,2019,IND,5,Edmond Sumner
80,2019,IND,22,T.J. Leaf
81,2019,IND,4,Victor Oladipo
82,2019,IND,24,Alize Johnson
83,2019,IND,10,Brian Bowen  (TW)
84,2019,IND,15,Naz Mitrou-Long  (TW)
85,2019,PHI,12,Tobias Harris
86,2019,PHI,30,Furkan Korkmaz
87,2019,PHI,1,Mike Scott
88,2019,PHI,42,Al Horford
89,2019,PHI,22,Matisse Thybulle
90,2019,PHI,25,Ben Simmons
91,2019,PHI,19,Raul Neto
92,2019,PHI,0,Josh Richardson
93,2019,PHI,21,Joel Embiid
94,2019,PHI,18,Shake Milton
95,2019,PHI,9,Kyle O'Quinn
96,2019,PHI,14,Norvel Pelle
97,2019,PHI,40,Glenn Robinson III
98,2019,PHI,20,Alec Burks
99,2019,PHI,5,Zhaire Smith
100,2019,PHI,35,Marial Shayok  (TW)
101,2019,BRK,8-26,Spencer Dinwiddie
102,2019,BRK,2,Taurean Prince
103,2019,BRK,31,Jarrett Allen
104,2019,BRK,12,Joe Harris
105,2019,BRK,6,DeAndre Jordan
106,2019,BRK,17,Garrett Temple
107,2019,BRK,22,Caris LeVert
108,2019,BRK,9,Timothé Luwawu-Cabarrot
109,2019,BRK,00,Rodions Kurucs
110,2019,BRK,21,Wilson Chandler
111,2019,BRK,13,Džanan Musa
112,2019,BRK,1,Theo Pinson
113,2019,BRK,11,Kyrie Irving
114,2019,BRK,33,Nicolas Claxton
115,2019,BRK,4,Chris Chiozza  (TW)
116,2019,BRK,0,Jeremiah Martin  (TW)
117,2019,BRK,,Kevin Durant
118,2019,ORL,20,Markelle Fultz
119,2019,ORL,8-31,Terrence Ross
120,2019,ORL,10,Evan Fournier
121,2019,ORL,5,Mo Bamba
122,2019,ORL,00,Aaron Gordon
123,2019,ORL,9,Nikola Vučević
124,2019,ORL,14,D.J. Augustin
125,2019,ORL,25,Wesley Iwundu
126,2019,ORL,7,Michael Carter-Williams
127,2019,ORL,24,Khem Birch
128,2019,ORL,1,Jonathan Isaac
129,2019,ORL,2,Al-Farouq Aminu
130,2019,ORL,12,Gary Clark
131,2019,ORL,35,Melvin Frazier
132,2019,ORL,11,James Ennis
133,2019,ORL,13,B.J. Johnson  (TW)
134,2019,ORL,23,Vic Law  (TW)
135,2019,WAS,6,Troy Brown Jr.
136,2019,WAS,14,Ish Smith
137,2019,WAS,17,Isaac Bonga
138,2019,WAS,3,Bradley Beal
139,2019,WAS,42,Dāvis Bertāns
140,2019,WAS,8,Rui Hachimura
141,2019,WAS,13,Thomas Bryant
142,2019,WAS,28,Ian Mahinmi
143,2019,WAS,21,Moritz Wagner
144,2019,WAS,20,Gary Payton II
145,2019,WAS,1,Admiral Schofield
146,2019,WAS,18,Anžejs Pasečņiks
147,2019,WAS,24,Garrison Mathews  (TW)
148,2019,WAS,5,Shabazz Napier
149,2019,WAS,12,Jerome Robinson
150,2019,WAS,19,Johnathan Williams  (TW)
151,2019,WAS,,John Wall
152,2019,CHO,0,Miles Bridges
153,2019,CHO,4,Devonte' Graham
154,2019,CHO,3,Terry Rozier
155,2019,CHO,25,P.J. Washington
156,2019,CHO,40,Cody Zeller
157,2019,CHO,1,Malik Monk
158,2019,CHO,8,Bismack Biyombo
159,2019,CHO,11,Cody Martin
160,2019,CHO,7,Dwayne Bacon
161,2019,CHO,9,Willy Hernangómez
162,2019,CHO,5,Nicolas Batum
163,2019,CHO,10,Caleb Martin
164,2019,CHO,6,Jalen McDaniels
165,2019,CHO,31,Joe Chealey
166,2019,CHO,,Kobi Simmons  (TW)
167,2019,CHO,,Ray Spalding  (TW)
168,2019,CHI,0,Coby White
169,2019,CHI,31,Tomáš Satoranský
170,2019,CHI,21,Thaddeus Young
171,2019,CHI,8,Zach LaVine
172,2019,CHI,51,Ryan Arcidiacono
173,2019,CHI,32,Kris Dunn
174,2019,CHI,24,Lauri Markkanen
175,2019,CHI,34,Wendell Carter Jr.
176,2019,CHI,12,Daniel Gafford
177,2019,CHI,3,Shaquille Harrison
178,2019,CHI,45,Denzel Valentine
179,2019,CHI,2,Luke Kornet
180,2019,CHI,15,Chandler Hutchison
181,2019,CHI,6,Cristiano Felício
182,2019,CHI,22,Otto Porter
183,2019,CHI,20,Adam Mokoka  (TW)
184,2019,CHI,28,Max Strus  (TW)
185,2019,NYK,1,Bobby Portis
186,2019,NYK,20,Kevin Knox
187,2019,NYK,30,Julius Randle
188,2019,NYK,67,Taj Gibson
189,2019,NYK,23,Mitchell Robinson
190,2019,NYK,11,Frank Ntilikina
191,2019,NYK,9,RJ Barrett
192,2019,NYK,21,Damyean Dotson
193,2019,NYK,6,Elfrid Payton
194,2019,NYK,2,Wayne Ellington
195,2019,NYK,5,Dennis Smith Jr.
196,2019,NYK,25,Reggie Bullock
197,2019,NYK,14,Allonzo Trier
198,2019,NYK,3,Maurice Harkless
199,2019,NYK,0,Kadeem Allen  (TW)
200,2019,NYK,17,Ignas Brazdeikis
201,2019,NYK,,Kenny Wooten  (TW)
202,2019,DET,9,Langston Galloway
203,2019,DET,35,Christian Wood
204,2019,DET,7,Thon Maker
205,2019,DET,17,Tony Snell
206,2019,DET,6,Bruce Brown
207,2019,DET,19,Sviatoslav Mykhailiuk
208,2019,DET,25,Derrick Rose
209,2019,DET,45,Sekou Doumbouya
210,2019,DET,5,Luke Kennard
211,2019,DET,23,Blake Griffin
212,2019,DET,31,John Henson
213,2019,DET,14,Louis King  (TW)
214,2019,DET,18,Jordan Bone  (TW)
215,2019,DET,20,Brandon Knight
216,2019,DET,13,Khyri Thomas
217,2019,DET,52,Jordan McRae
218,2019,ATL,12,De'Andre Hunter
219,2019,ATL,11,Trae Young
220,2019,ATL,15,Vince Carter
221,2019,ATL,22,Cam Reddish
222,2019,ATL,3,Kevin Huerter
223,2019,ATL,24,Bruno Fernando
224,2019,ATL,30,Damian Jones
225,2019,ATL,95,DeAndre' Bembry
226,2019,ATL,20,John Collins
227,2019,ATL,0,Brandon Goodwin
228,2019,ATL,00,Jeff Teague
229,2019,ATL,2,Treveon Graham
230,2019,ATL,14,Dewayne Dedmon
231,2019,ATL,4,Charlie Brown  (TW)
232,2019,ATL,,Clint Capela
233,2019,ATL,,Skal Labissière
234,2019,CLE,2,Collin Sexton
235,2019,CLE,16,Cedi Osman
236,2019,CLE,10,Darius Garland
237,2019,CLE,13,Tristan Thompson
238,2019,CLE,18,Matthew Dellavedova
239,2019,CLE,0,Kevin Love
240,2019,CLE,22,Larry Nance Jr.
241,2019,CLE,4,Kevin Porter Jr.
242,2019,CLE,28,Alfonzo McKinnie
243,2019,CLE,1,Dante Exum
244,2019,CLE,41,Ante Žižić
245,2019,CLE,32,Dean Wade  (TW)
246,2019,CLE,3,Andre Drummond
247,2019,CLE,31,Matt Mooney  (TW)
248,2019,CLE,,Sir'Dominic Pointer
249,2019,CLE,,Sheldon Mac
250,2019,CLE,,Dylan Windler
251,2019,LAL,1,Kentavious Caldwell-Pope
252,2019,LAL,39,Dwight Howard
253,2019,LAL,14,Danny Green
254,2019,LAL,7,JaVale McGee
255,2019,LAL,23,LeBron James
256,2019,LAL,4,Alex Caruso
257,2019,LAL,3,Anthony Davis
258,2019,LAL,0,Kyle Kuzma
259,2019,LAL,11,Avery Bradley
260,2019,LAL,9,Rajon Rondo
261,2019,LAL,10,Jared Dudley
262,2019,LAL,2-28,Quinn Cook
263,2019,LAL,88,Markieff Morris
264,2019,LAL,37,Kostas Antetokounmpo  (TW)
265,2019,LAL,5,Talen Horton-Tucker
266,2019,LAL,,Devontae Cacok  (TW)
267,2019,LAL,,Dion Waiters
268,2019,LAC,40,Ivica Zubac
269,2019,LAC,5,Montrezl Harrell
270,2019,LAC,23,Lou Williams
271,2019,LAC,4,JaMychal Green
272,2019,LAC,2,Kawhi Leonard
273,2019,LAC,54,Patrick Patterson
274,2019,LAC,19,Rodney McGruder
275,2019,LAC,21,Patrick Beverley
276,2019,LAC,20,Landry Shamet
277,2019,LAC,13,Paul George
278,2019,LAC,14,Terance Mann
279,2019,LAC,15,Johnathan Motley  (TW)
280,2019,LAC,7,Amir Coffey  (TW)
281,2019,LAC,31,Marcus Morris
282,2019,LAC,25,Mfiondu Kabengele
283,2019,LAC,1,Reggie Jackson
284,2019,LAC,,Joakim Noah
285,2019,DEN,15,Nikola Jokić
286,2019,DEN,11,Monte Morris
287,2019,DEN,9,Jerami Grant
288,2019,DEN,5,Will Barton
289,2019,DEN,14,Gary Harris
290,2019,DEN,27,Jamal Murray
291,2019,DEN,7-24,Mason Plumlee
292,2019,DEN,3,Torrey Craig
293,2019,DEN,1,Michael Porter Jr.
294,2019,DEN,4,Paul Millsap
295,2019,DEN,35,PJ Dozier  (TW)
296,2019,DEN,31,Vlatko Čančar
297,2019,DEN,32,Noah Vonleh
298,2019,DEN,6,Keita Bates-Diop
299,2019,DEN,30,Troy Daniels
300,2019,DEN,,Bol Bol  (TW)
301,2019,UTA,2,Joe Ingles
302,2019,UTA,23,Royce O'Neale
303,2019,UTA,45,Donovan Mitchell
304,2019,UTA,44,Bojan Bogdanović
305,2019,UTA,27,Rudy Gobert
306,2019,UTA,31,Georges Niang
307,2019,UTA,13,Tony Bradley
308,2019,UTA,8-15,Emmanuel Mudiay
309,2019,UTA,10,Mike Conley
310,2019,UTA,00,Jordan Clarkson
311,2019,UTA,17,Ed Davis
312,2019,UTA,16,Juwan Morgan
313,2019,UTA,6,Rayjon Tucker
314,2019,UTA,0,Nigel Williams-Goss
315,2019,UTA,24-81,Miye Oni
316,2019,UTA,5,Jarrell Brantley  (TW)
317,2019,UTA,3,Justin Wright-Foreman  (TW)
318,2019,OKC,2,Shai Gilgeous-Alexander
319,2019,OKC,17,Dennis Schröder
320,2019,OKC,3,Chris Paul
321,2019,OKC,12,Steven Adams
322,2019,OKC,8,Danilo Gallinari
323,2019,OKC,9,Nerlens Noel
324,2019,OKC,7,Darius Bazley
325,2019,OKC,23,Terrance Ferguson
326,2019,OKC,11,Abdel Nader
327,2019,OKC,33,Mike Muscala
328,2019,OKC,6,Hamidou Diallo
329,2019,OKC,30,Deonte Burton
330,2019,OKC,5,Luguentz Dort  (TW)
331,2019,OKC,15,Kevin Hervey  (TW)
332,2019,OKC,22,Isaiah Roby
333,2019,OKC,,Andre Roberson
334,2019,HOU,17,P.J. Tucker
335,2019,HOU,16,Ben McLemore
336,2019,HOU,13,James Harden
337,2019,HOU,25,Austin Rivers
338,2019,HOU,4,Danuel House
339,2019,HOU,0,Russell Westbrook
340,2019,HOU,18,Thabo Sefolosha
341,2019,HOU,10,Eric Gordon
342,2019,HOU,3,Chris Clemons
343,2019,HOU,19,Tyson Chandler
344,2019,HOU,55,Isaiah Hartenstein
345,2019,HOU,33,Robert Covington
346,2019,HOU,32,Jeff Green
347,2019,HOU,21,Michael Frazier  (TW)
348,2019,HOU,9,DeMarre Carroll
349,2019,HOU,5,Bruno Caboclo
350,2019,HOU,52,William Howard  (TW)
351,2019,DAL,42,Maxi Kleber
352,2019,DAL,55,Delon Wright
353,2019,DAL,10,Dorian Finney-Smith
354,2019,DAL,11,Tim Hardaway Jr.
355,2019,DAL,30,Seth Curry
356,2019,DAL,44,Justin Jackson
357,2019,DAL,13,Jalen Brunson
358,2019,DAL,77,Luka Dončić
359,2019,DAL,6,Kristaps Porziņģis
360,2019,DAL,7,Dwight Powell
361,2019,DAL,51,Boban Marjanović
362,2019,DAL,5,J.J. Barea
363,2019,DAL,1,Courtney Lee
364,2019,DAL,33,Willie Cauley-Stein
365,2019,DAL,9,Michael Kidd-Gilchrist
366,2019,DAL,3,Antonius Cleveland  (TW)
367,2019,DAL,23,Josh Reaves  (TW)
368,2019,MEM,24,Dillon Brooks
369,2019,MEM,21,Tyus Jones
370,2019,MEM,17,Jonas Valančiūnas
371,2019,MEM,12,Ja Morant
372,2019,MEM,1,Kyle Anderson
373,2019,MEM,13,Jaren Jackson Jr.
374,2019,MEM,0,De'Anthony Melton
375,2019,MEM,15,Brandon Clarke
376,2019,MEM,23,Marko Guduric
377,2019,MEM,3,Grayson Allen
378,2019,MEM,20,Josh Jackson
379,2019,MEM,18,Yuta Watanabe  (TW)
380,2019,MEM,46,John Konchar  (TW)
381,2019,MEM,14,Gorgui Dieng
382,2019,MEM,,Justise Winslow
383,2019,MEM,,Jontay Porter
384,2019,POR,1,Anfernee Simons
385,2019,POR,3,CJ McCollum
386,2019,POR,21,Hassan Whiteside
387,2019,POR,0,Damian Lillard
388,2019,POR,2,Gary Trent Jr.
389,2019,POR,00,Carmelo Anthony
390,2019,POR,9,Nassir Little
391,2019,POR,44,Mario Hezonja
392,2019,POR,8,Trevor Ariza
393,2019,POR,5,Rodney Hood
394,2019,POR,50,Caleb Swanigan
395,2019,POR,35,Wenyen Gabriel
396,2019,POR,6,Jaylen Hoard  (TW)
397,2019,POR,4,Moses Brown  (TW)
398,2019,POR,33,Zach Collins
399,2019,POR,,Jusuf Nurkić
400,2019,NOP,3,Josh Hart
401,2019,NOP,14,Brandon Ingram
402,2019,NOP,2,Lonzo Ball
403,2019,NOP,10,Jaxson Hayes
404,2019,NOP,11,Jrue Holiday
405,2019,NOP,4,J.J. Redick
406,2019,NOP,20,Nicolò Melli
407,2019,NOP,55,E'Twaun Moore
408,2019,NOP,15,Frank Jackson
409,2019,NOP,22,Derrick Favors
410,2019,NOP,0,Nickeil Alexander-Walker
411,2019,NOP,34,Kenrich Williams
412,2019,NOP,8-9,Jahlil Okafor
413,2019,NOP,1,Zion Williamson
414,2019,NOP,45,Zylan Cheatham  (TW)
415,2019,NOP,5,Josh Gray  (TW)
416,2019,NOP,,Darius Miller
417,2019,SAC,24,Buddy Hield
418,2019,SAC,40,Harrison Barnes
419,2019,SAC,88,Nemanja Bjelica
420,2019,SAC,9,Cory Joseph
421,2019,SAC,8,Bogdan Bogdanović
422,2019,SAC,5,De'Aaron Fox
423,2019,SAC,3,Yogi Ferrell
424,2019,SAC,22,Richaun Holmes
425,2019,SAC,20,Harry Giles
426,2019,SAC,10,Justin James
427,2019,SAC,26,Kent Bazemore
428,2019,SAC,35,Marvin Bagley III
429,2019,SAC,25,Alex Len
430,2019,SAC,19,DaQuan Jeffries  (TW)
431,2019,SAC,7,Kyle Guy  (TW)
432,2019,SAC,33,Jabari Parker
433,2019,SAS,8,Patty Mills
434,2019,SAS,11,Bryn Forbes
435,2019,SAS,41,Trey Lyles
436,2019,SAS,10,DeMar DeRozan
437,2019,SAS,4,Derrick White
438,2019,SAS,22,Rudy Gay
439,2019,SAS,5,Dejounte Murray
440,2019,SAS,25,Jakob Poeltl
441,2019,SAS,12,LaMarcus Aldridge
442,2019,SAS,1,Lonnie Walker
443,2019,SAS,18,Marco Belinelli
444,2019,SAS,7,Chimezie Metu
445,2019,SAS,14,Drew Eubanks  (TW)
446,2019,SAS,3,Keldon Johnson
447,2019,SAS,15,Quinndary Weatherspoon  (TW)
448,2019,SAS,19,Luka Šamanić
449,2019,PHO,25,Mikal Bridges
450,2019,PHO,1,Devin Booker
451,2019,PHO,20,Dario Šarić
452,2019,PHO,11,Ricky Rubio
453,2019,PHO,3,Kelly Oubre Jr.
454,2019,PHO,2,Elie Okobo
455,2019,PHO,4,Jevon Carter
456,2019,PHO,23,Cameron Johnson
457,2019,PHO,14,Cheick Diallo
458,2019,PHO,46,Aron Baynes
459,2019,PHO,8,Frank Kaminsky
460,2019,PHO,22,Deandre Ayton
461,2019,PHO,10,Ty Jerome
462,2019,PHO,0,Jalen Lecque
463,2019,PHO,41,Tariq Owens  (TW)
464,2019,MIN,23,Jarrett Culver
465,2019,MIN,20,Josh Okogie
466,2019,MIN,32,Karl-Anthony Towns
467,2019,MIN,30,Kelan Martin  (TW)
468,2019,MIN,11,Naz Reid
469,2019,MIN,6,Jordan McLaughlin  (TW)
470,2019,MIN,10,Jake Layman
471,2019,MIN,4,Jaylen Nowell
472,2019,MIN,5,Malik Beasley
473,2019,MIN,41,Juan Hernangómez
474,2019,MIN,16,James Johnson
475,2019,MIN,0,D'Angelo Russell
476,2019,MIN,3,Jarred Vanderbilt
477,2019,MIN,12,Jacob Evans
478,2019,MIN,,Evan Turner
479,2019,MIN,,Omari Spellman
480,2019,GSW,7,Eric Paschall
481,2019,GSW,32,Marquese Chriss
482,2019,GSW,3,Jordan Poole
483,2019,GSW,1,Damion Lee
484,2019,GSW,12,Ky Bowman
485,2019,GSW,23,Draymond Green
486,2019,GSW,5,Kevon Looney
487,2019,GSW,6,Alen Smailagić
488,2019,GSW,95,Juan Toscano-Anderson
489,2019,GSW,22,Andrew Wiggins
490,2019,GSW,10,Dragan Bender
491,2019,GSW,15,Mychal Mulder
492,2019,GSW,30,Stephen Curry
493,2019,GSW,25,Chasson Randle
494,2019,GSW,,Klay Thompson
495,2018,MIL,34,Giannis Antetokounmpo
496,2018,MIL,6,Eric Bledsoe
497,2018,MIL,13,Malcolm Brogdon
498,2018,MIL,23,Sterling Brown
499,2018,MIL,7,Isaiah Canaan
500,2018,MIL,50,Bonzie Colson
501,2018,MIL,24,Pat Connaughton
502,2018,MIL,8,Matthew Dellavedova
503,2018,MIL,9,Donte DiVincenzo
504,2018,MIL,0,Trevon Duval
505,2018,MIL,12,Tim Frazier
506,2018,MIL,17,Pau Gasol
507,2018,MIL,31,John Henson
508,2018,MIL,3,George Hill
509,2018,MIL,77,Ersan İlyasova
510,2018,MIL,11,Brook Lopez
511,2018,MIL,7,Thon Maker
512,2018,MIL,22,Khris Middleton
513,2018,MIL,41,Nikola Mirotić
514,2018,MIL,30,Jaylen Morris
515,2018,MIL,20,Jason Smith
516,2018,MIL,21,Tony Snell
517,2018,MIL,5,D.J. Wilson
518,2018,MIL,35,Christian Wood
519,2018,TOR,3,OG Anunoby
520,2018,TOR,25,Chris Boucher
521,2018,TOR,4,Lorenzo Brown
522,2018,TOR,33,Marc Gasol
523,2018,TOR,14,Danny Green
524,2018,TOR,9,Serge Ibaka
525,2018,TOR,2,Kawhi Leonard
526,2018,TOR,17,Jeremy Lin
527,2018,TOR,7,Kyle Lowry
528,2018,TOR,8,Jordan Loyd
529,2018,TOR,1,Patrick McCaw
530,2018,TOR,20,Jodie Meeks
531,2018,TOR,0,C.J. Miles
532,2018,TOR,13,Malcolm Miller
533,2018,TOR,15,Greg Monroe
534,2018,TOR,15,Eric Moreland
535,2018,TOR,24,Norman Powell
536,2018,TOR,22,Malachi Richardson
537,2018,TOR,43,Pascal Siakam
538,2018,TOR,17,Jonas Valančiūnas
539,2018,TOR,23,Fred VanVleet
540,2018,TOR,55,Delon Wright
541,2018,PHI,43,Jonah Bolden
542,2018,PHI,00,Corey Brewer
543,2018,PHI,23,Jimmy Butler
544,2018,PHI,22,Wilson Chandler
545,2018,PHI,33,Robert Covington
546,2018,PHI,21,Joel Embiid
547,2018,PHI,11,James Ennis
548,2018,PHI,20,Markelle Fultz
549,2018,PHI,33,Tobias Harris
550,2018,PHI,7,Haywood Highsmith
551,2018,PHI,11,Demetrius Jackson
552,2018,PHI,5,Amir Johnson
553,2018,PHI,30,Furkan Korkmaz
554,2018,PHI,51,Boban Marjanović
555,2018,PHI,12,T.J. McConnell
556,2018,PHI,18,Shake Milton
557,2018,PHI,55,Greg Monroe
558,2018,PHI,31,Mike Muscala
559,2018,PHI,0,Justin Patton
560,2018,PHI,17,J.J. Redick
561,2018,PHI,9,Dario Šarić
562,2018,PHI,1,Mike Scott
563,2018,PHI,1-23,Landry Shamet
564,2018,PHI,25,Ben Simmons
565,2018,PHI,14,Jonathon Simmons
566,2018,PHI,8,Zhaire Smith
567,2018,BOS,46,Aron Baynes
568,2018,BOS,7,Jaylen Brown
569,2018,BOS,50,PJ Dozier
570,2018,BOS,20,Gordon Hayward
571,2018,BOS,42,Al Horford
572,2018,BOS,28,R.J. Hunter
573,2018,BOS,11,Kyrie Irving
574,2018,BOS,55,Greg Monroe
575,2018,BOS,13,Marcus Morris
576,2018,BOS,37,Semi Ojeleye
577,2018,BOS,12,Terry Rozier
578,2018,BOS,36,Marcus Smart
579,2018,BOS,0,Jayson Tatum
580,2018,BOS,27,Daniel Theis
581,2018,BOS,9,Brad Wanamaker
582,2018,BOS,44,Robert Williams
583,2018,BOS,30,Guerschon Yabusele
584,2018,IND,13,Ike Anigbogu
585,2018,IND,44,Bojan Bogdanović
586,2018,IND,2,Darren Collison
587,2018,IND,12,Tyreke Evans
588,2018,IND,3,Aaron Holiday
589,2018,IND,24,Alize Johnson
590,2018,IND,6,Cory Joseph
591,2018,IND,22,T.J. Leaf
592,2018,IND,23,Wesley Matthews
593,2018,IND,20,Doug McDermott
594,2018,IND,10,Kyle O'Quinn
595,2018,IND,4,Victor Oladipo
596,2018,IND,32,Davon Reed
597,2018,IND,11,Domantas Sabonis
598,2018,IND,5,Edmond Sumner
599,2018,IND,33,Myles Turner
600,2018,IND,21,Thaddeus Young
601,2018,BRK,31,Jarrett Allen
602,2018,BRK,9,DeMarre Carroll
603,2018,BRK,33,Allen Crabbe
604,2018,BRK,55,Mitch Creek
605,2018,BRK,17,Ed Davis
606,2018,BRK,8,Spencer Dinwiddie
607,2018,BRK,6,Jared Dudley
608,2018,BRK,35,Kenneth Faried
609,2018,BRK,21,Treveon Graham
610,2018,BRK,12,Joe Harris
611,2018,BRK,24,Rondae Hollis-Jefferson
612,2018,BRK,00,Rodions Kurucs
613,2018,BRK,22,Caris LeVert
614,2018,BRK,0,Tahjere McCall
615,2018,BRK,30,Džanan Musa
616,2018,BRK,13,Shabazz Napier
617,2018,BRK,10,Theo Pinson
618,2018,BRK,1,D'Angelo Russell
619,2018,BRK,15,Alan Williams
620,2018,ORL,14,D.J. Augustin
621,2018,ORL,5,Mohamed Bamba
622,2018,ORL,24,Khem Birch
623,2018,ORL,13,Isaiah Briscoe
624,2018,ORL,7,Michael Carter-Williams
625,2018,ORL,3,Troy Caupain
626,2018,ORL,10,Evan Fournier
627,2018,ORL,35,Melvin Frazier
628,2018,ORL,00,Aaron Gordon
629,2018,ORL,22,Jerian Grant
630,2018,ORL,1,Jonathan Isaac
631,2018,ORL,25,Wesley Iwundu
632,2018,ORL,11,Amile Jefferson
633,2018,ORL,2,Jarell Martin
634,2018,ORL,31,Terrence Ross
635,2018,ORL,17,Jonathon Simmons
636,2018,ORL,9,Nikola Vučević
637,2018,DET,6,Bruce Brown
638,2018,DET,25,Reggie Bullock
639,2018,DET,81,José Calderón
640,2018,DET,0,Andre Drummond
641,2018,DET,8,Henry Ellenson
642,2018,DET,20,Wayne Ellington
643,2018,DET,9,Langston Galloway
644,2018,DET,23,Blake Griffin
645,2018,DET,1,Reggie Jackson
646,2018,DET,7,Stanley Johnson
647,2018,DET,5,Luke Kennard
648,2018,DET,30,Jon Leuer
649,2018,DET,18,Zach Lofton
650,2018,DET,24,Kalin Lucas
651,2018,DET,7,Thon Maker
652,2018,DET,19,Sviatoslav Mykhailiuk
653,2018,DET,27,Zaza Pachulia
654,2018,DET,22,Glenn Robinson
655,2018,DET,14,Ish Smith
656,2018,DET,13,Khyri Thomas
657,2018,CHO,7,Dwayne Bacon
658,2018,CHO,5,Nicolas Batum
659,2018,CHO,8,Bismack Biyombo
660,2018,CHO,0,Miles Bridges
661,2018,CHO,31,Joe Chealey
662,2018,CHO,4,Devonte' Graham
663,2018,CHO,41,Willy Hernangómez
664,2018,CHO,44,Frank Kaminsky
665,2018,CHO,14,Michael Kidd-Gilchrist
666,2018,CHO,3,Jeremy Lamb
667,2018,CHO,6,Shelvin Mack
668,2018,CHO,55,J.P. Macura
669,2018,CHO,1,Malik Monk
670,2018,CHO,9,Tony Parker
671,2018,CHO,15,Kemba Walker
672,2018,CHO,2,Marvin Williams
673,2018,CHO,40,Cody Zeller
674,2018,MIA,13,Bam Adebayo
675,2018,MIA,31,Ryan Anderson
676,2018,MIA,7,Goran Dragić
677,2018,MIA,2,Wayne Ellington
678,2018,MIA,40,Udonis Haslem
679,2018,MIA,16,James Johnson
680,2018,MIA,8,Tyler Johnson
681,2018,MIA,5,Derrick Jones
682,2018,MIA,00,Yante Maten
683,2018,MIA,17,Rodney McGruder
684,2018,MIA,9,Kelly Olynyk
685,2018,MIA,0,Josh Richardson
686,2018,MIA,55,Duncan Robinson
687,2018,MIA,12,Emanuel Terry
688,2018,MIA,3,Dwyane Wade
689,2018,MIA,11,Dion Waiters
690,2018,MIA,21,Hassan Whiteside
691,2018,MIA,20,Justise Winslow
692,2018,WAS,1,Trevor Ariza
693,2018,WAS,84,Ron Baker
694,2018,WAS,3,Bradley Beal
695,2018,WAS,6,Troy Brown
696,2018,WAS,13,Thomas Bryant
