,season,team,number,name
8911,2003,MEM,16,Pau Gasol
8912,2003,MEM,40,Ryan Humphrey
8913,2003,MEM,30,Dahntay Jones
8914,2003,MEM,33,Mike Miller
8915,2003,MEM,45,Bo Outlaw
8916,2003,MEM,1,Wesley Person
8917,2003,MEM,41,James Posey
8918,2003,MEM,0,Theron Smith
8919,2003,MEM,4,Stromile Swift
8920,2003,MEM,12,Jake Tsakalidis
8921,2003,MEM,25,Earl Watson
8922,2003,MEM,6,Bonzi Wells
8923,2003,MEM,2,Jason Williams
8924,2003,MEM,42,Lorenzen Wright
8925,2003,HOU,32,Torraye Braggs
8926,2003,HOU,13,Kelvin Cato
8927,2003,HOU,1,Alton Ford
8928,2003,HOU,3,Steve Francis
8929,2003,HOU,7,Adrian Griffin
8930,2003,HOU,21,Jim Jackson
8931,2003,HOU,31,Mark Jackson
8932,2003,HOU,11,Yao Ming
8933,2003,HOU,5,Cuttino Mobley
8934,2003,HOU,9,Boštjan Nachbar
8935,2003,HOU,12,Moochie Norris
8936,2003,HOU,33,Charles Oakley
8937,2003,HOU,35,Scott Padgett
8938,2003,HOU,52,Eric Piatkowski
8939,2003,HOU,2,Maurice Taylor
8940,2003,HOU,30,Clarence Weatherspoon
8941,2003,HOU,29,Mike Wilks
8942,2003,DEN,12,Chris Andersen
8943,2003,DEN,15,Carmelo Anthony
8944,2003,DEN,20,Jon Barry
8945,2003,DEN,32,Ryan Bowen
8946,2003,DEN,11,Earl Boykins
8947,2003,DEN,23,Marcus Camby
8948,2003,DEN,51,Michael Doleac
8949,2003,DEN,56,Francisco Elson
8950,2003,DEN,31,Nenê Hilário
8951,2003,DEN,1,Voshon Lenard
8952,2003,DEN,24,Andre Miller
8953,2003,DEN,41,Mark Pope
8954,2003,DEN,4,Jeff Trepagnier
8955,2003,DEN,22,Nikoloz Tskitishvili
8956,2003,DEN,5,Rodney White
8957,2003,UTA,30,Carlos Arroyo
8958,2003,UTA,19,Raja Bell
8959,2003,UTA,22,Curtis Borchardt
8960,2003,UTA,13,Keon Clark
8961,2003,UTA,31,Jarron Collins
8962,2003,UTA,5-10,Gordan Giriček
8963,2003,UTA,45,Paul Grant
8964,2003,UTA,42,Tom Gugliotta
8965,2003,UTA,44,Ben Handlogten
8966,2003,UTA,15,Matt Harpring
8967,2003,UTA,47,Andrei Kirilenko
8968,2003,UTA,24,Raül López
8969,2003,UTA,54,Mikki Moore
8970,2003,UTA,00,Greg Ostertag
8971,2003,UTA,11,Sasha Pavlović
8972,2003,UTA,51,Michael Ruffin
8973,2003,UTA,2,DeShawn Stevenson
8974,2003,UTA,25,Mo Williams
8975,2003,LAL,8,Kobe Bryant
8976,2003,LAL,1,Maurice Carter
8977,2003,LAL,7,Brian Cook
8978,2003,LAL,2,Derek Fisher
8979,2003,LAL,17,Rick Fox
8980,2003,LAL,3,Devean George
8981,2003,LAL,54,Horace Grant
8982,2003,LAL,11,Karl Malone
8983,2003,LAL,14,Stanislav Medvedenko
8984,2003,LAL,34,Shaquille O'Neal
8985,2003,LAL,12,Jannero Pargo
8986,2003,LAL,20,Gary Payton
8987,2003,LAL,21,Kareem Rush
8988,2003,LAL,9,Bryon Russell
8989,2003,LAL,31,Jamal Sampson
8990,2003,LAL,5,Ime Udoka
8991,2003,LAL,4,Luke Walton
8992,2003,SAC,10,Mike Bibby
8993,2003,SAC,32,Rodney Buford
8994,2003,SAC,13,Doug Christie
8995,2003,SAC,21,Vlade Divac
8996,2003,SAC,24,Bobby Jackson
8997,2003,SAC,34,Tony Massenburg
8998,2003,SAC,52,Brad Miller
8999,2003,SAC,8,Anthony Peeler
9000,2003,SAC,55,Jabari Smith
9001,2003,SAC,25,Darius Songaila
9002,2003,SAC,16,Peja Stojaković
9003,2003,SAC,3,Gerald Wallace
9004,2003,SAC,4,Chris Webber
9005,2003,POR,33,Shareef Abdur-Rahim
9006,2003,POR,1,Derek Anderson
9007,2003,POR,44,Ruben Boumtje-Boumtje
9008,2003,POR,31,Matt Carroll
9009,2003,POR,10,Omar Cook
9010,2003,POR,34,Dale Davis
9011,2003,POR,7,Dan Dickau
9012,2003,POR,28,Kaniel Dickens
9013,2003,POR,5,Desmond Ferguson
9014,2003,POR,4,Eddie Gill
9015,2003,POR,5,Jeff McInnis
9016,2003,POR,23,Darius Miles
9017,2003,POR,35,Tracy Murray
9018,2003,POR,25,Travis Outlaw
9019,2003,POR,21,Ruben Patterson
9020,2003,POR,7,Wesley Person
9021,2003,POR,50,Zach Randolph
9022,2003,POR,42,Theo Ratliff
9023,2003,POR,11,Vladimir Stepania
9024,2003,POR,3,Damon Stoudamire
9025,2003,POR,29,Slavko Vraneš
9026,2003,POR,30,Rasheed Wallace
9027,2003,POR,6,Bonzi Wells
9028,2003,POR,24,Qyntel Woods
9029,2003,GSW,9,J.R. Bremer
9030,2003,GSW,35,Brian Cardinal
9031,2003,GSW,40,Calbert Cheaney
9032,2003,GSW,10,Speedy Claxton
9033,2003,GSW,25,Erick Dampier
9034,2003,GSW,34,Mike Dunleavy
9035,2003,GSW,31,Adonal Foyle
9036,2003,GSW,6,Avery Johnson
9037,2003,GSW,54,Popeye Jones
9038,2003,GSW,21,Sean Lampley
9039,2003,GSW,7,Dan Langhi
9040,2003,GSW,5,Rusty LaRue
9041,2003,GSW,1,Troy Murphy
9042,2003,GSW,44,Cherokee Parks
9043,2003,GSW,2,Mickaël Piétrus
9044,2003,GSW,23,Jason Richardson
9045,2003,GSW,3,Clifford Robinson
9046,2003,GSW,37,Nick Van Exel
9047,2003,SEA,34,Ray Allen
9048,2003,SEA,31,Brent Barry
9049,2003,SEA,52,Calvin Booth
9050,2003,SEA,33,Antonio Daniels
9051,2003,SEA,30,Reggie Evans
9052,2003,SEA,24,Richie Frahm
9053,2003,SEA,13,Jerome James
9054,2003,SEA,7,Rashard Lewis
9055,2003,SEA,22,Ronald Murray
9056,2003,SEA,9,Vitaly Potapenko
9057,2003,SEA,77,Vladimir Radmanović
9058,2003,SEA,8,Luke Ridnour
9059,2003,SEA,5,Ansu Sesay
9060,2003,SEA,35,Leon Smith
9061,2003,PHO,21,Robert Archibald
9062,2003,PHO,10,Leandro Barbosa
9063,2003,PHO,11,Žarko Čabarkapa
9064,2003,PHO,12,Howard Eisley
9065,2003,PHO,24,Tom Gugliotta
9066,2003,PHO,1,Anfernee Hardaway
9067,2003,PHO,4,Donnell Harvey
9068,2003,PHO,23,Casey Jacobsen
9069,2003,PHO,2,Joe Johnson
9070,2003,PHO,22,Brevin Knight
9071,2003,PHO,30,Maciej Lampe
9072,2003,PHO,3,Stephon Marbury
9073,2003,PHO,31,Shawn Marion
9074,2003,PHO,14,Antonio McDyess
9075,2003,PHO,32,Amar'e Stoudemire
9076,2003,PHO,15,Cezary Trybański
9077,2003,PHO,43,Jake Voskuhl
9078,2003,PHO,55,Jahidi White
9079,2003,PHO,47,Scott Williams
9080,2003,LAC,22,Matt Barnes
9081,2003,LAC,42,Elton Brand
9082,2003,LAC,1,Keyon Dooling
9083,2003,LAC,14,Predrag Drobnjak
9084,2003,LAC,2,Melvin Ely
9085,2003,LAC,5,Eddie House
9086,2003,LAC,20,Marko Jarić
9087,2003,LAC,35,Chris Kaman
9088,2003,LAC,9,Randy Livingston
9089,2003,LAC,50,Corey Maggette
9090,2003,LAC,24,Doug Overton
9091,2003,LAC,30,Olden Polynice
9092,2003,LAC,41,Glen Rice
9093,2003,LAC,3,Quentin Richardson
9094,2003,LAC,21,Bobby Simmons
9095,2003,LAC,54,Chris Wilcox
9096,2003,LAC,16,Wang Zhizhi
9097,2002,NJN,1,Brandon Armstrong
9098,2002,NJN,11,Chris Childs
9099,2002,NJN,35,Jason Collins
9100,2002,NJN,12,Lucious Harris
9101,2002,NJN,24,Richard Jefferson
9102,2002,NJN,2,Anthony Johnson
9103,2002,NJN,5,Jason Kidd
9104,2002,NJN,30,Kerry Kittles
9105,2002,NJN,13,Donny Marshall
9106,2002,NJN,6,Kenyon Martin
9107,2002,NJN,55,Dikembe Mutombo
9108,2002,NJN,54,Rodney Rogers
9109,2002,NJN,21,Brian Scalabrine
9110,2002,NJN,8,Tamar Slay
9111,2002,NJN,34,Aaron Williams
9112,2002,PHI,9,Mark Bryant
9113,2002,PHI,21,Greg Buckner
9114,2002,PHI,44,Derrick Coleman
9115,2002,PHI,40,Tyrone Hill
9116,2002,PHI,3,Allen Iverson
9117,2002,PHI,35,Art Long
9118,2002,PHI,11,Todd MacCulloch
9119,2002,PHI,8,Aaron McKie
9120,2002,PHI,14,Efthimi Rentzias
9121,2002,PHI,7,John Salmons
9122,2002,PHI,12,Kenny Satterfield
9123,2002,PHI,54,Brian Skinner
9124,2002,PHI,20,Eric Snow
9125,2002,PHI,9,Kenny Thomas
9126,2002,PHI,4,Keith Van Horn
9127,2002,PHI,5,Monty Williams
9128,2002,BOS,42,Vin Baker
9129,2002,BOS,4,Tony Battie
9130,2002,BOS,30,Mark Blount
9131,2002,BOS,9,J.R. Bremer
9132,2002,BOS,5,Kedrick Brown
9133,2002,BOS,11,Mark Bryant
9134,2002,BOS,12,Bimbo Coles
9135,2002,BOS,7,Tony Delk
9136,2002,BOS,43,Grant Long
9137,2002,BOS,0,Walter McCarty
9138,2002,BOS,31,Mikki Moore
9139,2002,BOS,34,Paul Pierce
9140,2002,BOS,41,Bruno Šundov
9141,2002,BOS,8,Antoine Walker
9142,2002,BOS,55,Eric Williams
9143,2002,BOS,11,Shammond Williams
9144,2002,BOS,45,Rubén Wolkowyski
9145,2002,ORL,10,Darrell Armstrong
9146,2002,ORL,31,Pat Burke
9147,2002,ORL,55,Andrew DeClercq
9148,2002,ORL,8,Pat Garrity
9149,2002,ORL,7,Gordan Giriček
9150,2002,ORL,9,Drew Gooden
9151,2002,ORL,54,Horace Grant
9152,2002,ORL,33,Grant Hill
9153,2002,ORL,4,Ryan Humphrey
9154,2002,ORL,34,Steven Hunter
9155,2002,ORL,40,Shawn Kemp
9156,2002,ORL,1,Tracy McGrady
9157,2002,ORL,50,Mike Miller
9158,2002,ORL,00,Olumide Oyedeji
9159,2002,ORL,5,Jeryl Sasser
9160,2002,ORL,11,Jacque Vaughn
9161,2002,ORL,12,Chris Whitney
9162,2002,WAS,5,Kwame Brown
9163,2002,WAS,35,Brian Cardinal
9164,2002,WAS,3,Juan Dixon
9165,2002,WAS,15,Anthony Goldwire
9166,2002,WAS,00,Brendan Haywood
9167,2002,WAS,20,Larry Hughes
9168,2002,WAS,1,Jared Jeffries
9169,2002,WAS,23,Michael Jordan
9170,2002,WAS,44,Christian Laettner
9171,2002,WAS,10,Tyronn Lue
9172,2002,WAS,34,Charles Oakley
9173,2002,WAS,2,Bryon Russell
9174,2002,WAS,21,Bobby Simmons
9175,2002,WAS,42,Jerry Stackhouse
9176,2002,WAS,36,Etan Thomas
9177,2002,WAS,55,Jahidi White
9178,2002,NYK,49,Shandon Anderson
9179,2002,NYK,51,Michael Doleac
9180,2002,NYK,4,Howard Eisley
9181,2002,NYK,32,Othella Harrington
9182,2002,NYK,20,Allan Houston
9183,2002,NYK,44,Travis Knight
9184,2002,NYK,54,Lee Nailon
9185,2002,NYK,7,Lavor Postell
9186,2002,NYK,8,Latrell Sprewell
9187,2002,NYK,40,Kurt Thomas
9188,2002,NYK,21,Charlie Ward
9189,2002,NYK,35,Clarence Weatherspoon
9190,2002,NYK,30,Frank Williams
9191,2002,MIA,35,Malik Allen
9192,2002,MIA,1,Travis Best
9193,2002,MIA,4,Caron Butler
9194,2002,MIA,45,Rasual Butler
9195,2002,MIA,25,Anthony Carter
9196,2002,MIA,3,LaPhonso Ellis
9197,2002,MIA,44,Brian Grant
9198,2002,MIA,5,Eddie House
9199,2002,MIA,7,Mike James
9200,2002,MIA,54,Ken Johnson
9201,2002,MIA,6,Eddie Jones
9202,2002,MIA,21,Sean Lampley
9203,2002,MIA,22,Sean Marks
9204,2002,MIA,50,Vladimir Stepania
9205,2002,DET,7,Chucky Atkins
9206,2002,DET,20,Jon Barry
9207,2002,DET,1,Chauncey Billups
9208,2002,DET,12,Michael Curry
9209,2002,DET,44,Hubert Davis
9210,2002,DET,32,Richard Hamilton
9211,2002,DET,5,Danny Manning
9212,2002,DET,13,Mehmet Okur
9213,2002,DET,22,Tayshaun Prince
9214,2002,DET,39,Željko Rebrača
9215,2002,DET,52,Don Reid
9216,2002,DET,30,Clifford Robinson
9217,2002,DET,6,Pepe Sánchez
9218,2002,DET,3,Ben Wallace
9219,2002,DET,34,Corliss Williamson
9220,2002,IND,24,Jonathan Bender
9221,2002,IND,2,Jamison Brewer
9222,2002,IND,27,Primož Brezec
9223,2002,IND,44,Austin Croshere
9224,2002,IND,10,Jeff Foster
9225,2002,IND,14,Tim Hardaway
9226,2002,IND,3,Al Harrington
9227,2002,IND,20,Fred Jones
9228,2002,IND,5,Ron Mercer
9229,2002,IND,52,Brad Miller
9230,2002,IND,31,Reggie Miller
9231,2002,IND,7,Jermaine O'Neal
9232,2002,IND,21,Erick Strickland
9233,2002,IND,11,Jamaal Tinsley
9234,2002,IND,23,Metta World Peace
9235,2002,NOH,32,Courtney Alexander
9236,2002,NOH,12,Kenny Anderson
9237,2002,NOH,2,Stacey Augmon
9238,2002,NOH,42,P.J. Brown
9239,2002,NOH,5,Elden Campbell
9240,2002,NOH,1,Baron Davis
9241,2002,NOH,17,Bryce Drew
9242,2002,NOH,35,Kirk Haston
9243,2002,NOH,3,Randy Livingston
9244,2002,NOH,9,George Lynch
9245,2002,NOH,21,Jamaal Magloire
9246,2002,NOH,24,Jamal Mashburn
9247,2002,NOH,6,Jérôme Moïso
9248,2002,NOH,14,Robert Pack
9249,2002,NOH,34,Robert Traylor
9250,2002,NOH,4,David Wesley
9251,2002,MIL,34,Ray Allen
9252,2002,MIL,35,Jason Caffey
9253,2002,MIL,10,Sam Cassell
9254,2002,MIL,50,Dan Gadzuric
9255,2002,MIL,12,Marcus Haislip
9256,2002,MIL,40,Ervin Johnson
9257,2002,MIL,7,Toni Kukoč
9258,2002,MIL,17,Anthony Mason
9259,2002,MIL,24,Desmond Mason
9260,2002,MIL,15,Ronald Murray
9261,2002,MIL,8,Kevin Ollie
9262,2002,MIL,20,Gary Payton
9263,2002,MIL,6,Joel Przybilla
9264,2002,MIL,22,Michael Redd
9265,2002,MIL,31,Jamal Sampson
9266,2002,MIL,5,Tim Thomas
9267,2002,ATL,3,Shareef Abdur-Rahim
9268,2002,ATL,25,Corey Benjamin
9269,2002,ATL,4,Chris Crawford
9270,2002,ATL,15,Emanual Davis
9271,2002,ATL,12,Dan Dickau
9272,2002,ATL,5,Dion Glover
9273,2002,ATL,8,Darvin Ham
9274,2002,ATL,40,Antonio Harvey
9275,2002,ATL,44,Alan Henderson
9276,2002,ATL,6,Jermaine Jackson
9277,2002,ATL,11,Matt Maloney
9278,2002,ATL,00,Amal McCaskill
9279,2002,ATL,2,Nazr Mohammed
9280,2002,ATL,38,Mikki Moore
9281,2002,ATL,14,Ira Newble
9282,2002,ATL,42,Theo Ratliff
9283,2002,ATL,13,Glenn Robinson
9284,2002,ATL,45,Paul Shirley
9285,2002,ATL,31,Jason Terry
9286,2002,ATL,29,Mike Wilks
9287,2002,ATL,17,Brandon Williams
9288,2002,CHI,11,Dalibor Bagarić
9289,2002,CHI,35,Lonny Baxter
9290,2002,CHI,43,Corie Blount
9291,2002,CHI,9,Rick Brunson
9292,2002,CHI,3,Tyson Chandler
9293,2002,CHI,1,Jamal Crawford
9294,2002,CHI,2,Eddy Curry
9295,2002,CHI,21,Marcus Fizer
9296,2002,CHI,44,Trenton Hassell
9297,2002,CHI,20,Fred Hoiberg
9298,2002,CHI,42,Donyell Marshall
9299,2002,CHI,31,Roger Mason
9300,2002,CHI,32,Eddie Robinson
9301,2002,CHI,5,Jalen Rose
9302,2002,CHI,22,Jay Williams
9303,2002,TOR,12,Rafer Alston
9304,2002,TOR,14,Maceo Baston
9305,2002,TOR,5,Michael Bradley
9306,2002,TOR,54,Damone Brown
9307,2002,TOR,15,Vince Carter
9308,2002,TOR,33,Antonio Davis
9309,2002,TOR,44,Greg Foster
9310,2002,TOR,54,Zendon Hamilton
9311,2002,TOR,7,Nate Huffman
9312,2002,TOR,11,Lindsey Hunter
9313,2002,TOR,8,Jermaine Jackson
9314,2002,TOR,1,Chris Jefferies
9315,2002,TOR,2,Voshon Lenard
9316,2002,TOR,42,Art Long
9317,2002,TOR,4,Jelani McCoy
9318,2002,TOR,32,Mamadou N'Diaye
9319,2002,TOR,24,Morris Peterson
9320,2002,TOR,20,Alvin Williams
9321,2002,TOR,13,Jerome Williams
9322,2002,CLE,1,Carlos Boozer
9323,2002,CLE,3,Tierre Brown
9324,2002,CLE,12,Bimbo Coles
9325,2002,CLE,31,Ricky Davis
9326,2002,CLE,52,DeSagana Diop
9327,2002,CLE,32,Tyrone Hill
9328,2002,CLE,11,Zydrunas Ilgauskas
9329,2002,CLE,33,Jumaine Jones
9330,2002,CLE,4,Chris Mihm
9331,2002,CLE,21,Darius Miles
9332,2002,CLE,10,Milt Palacio
9333,2002,CLE,17,Smush Parker
9334,2002,CLE,13,Michael Stewart
9335,2002,CLE,2,Dajuan Wagner
9336,2002,SAS,34,Mengke Bateer
9337,2002,SAS,12,Bruce Bowen
9338,2002,SAS,23,Devin Brown
9339,2002,SAS,10,Speedy Claxton
9340,2002,SAS,21,Tim Duncan
9341,2002,SAS,35,Danny Ferry
9342,2002,SAS,20,Manu Ginóbili
9343,2002,SAS,5,Anthony Goldwire
9344,2002,SAS,3,Stephen Jackson
9345,2002,SAS,25,Steve Kerr
9346,2002,SAS,9,Tony Parker
9347,2002,SAS,50,David Robinson
9348,2002,SAS,31,Malik Rose
9349,2002,SAS,8,Steve Smith
9350,2002,SAS,42,Kevin Willis
9351,2002,DAL,9,Tariq Abdul-Wahad
9352,2002,DAL,11,Raja Bell
9353,2002,DAL,44,Shawn Bradley
9354,2002,DAL,42,Evan Eschmeyer
9355,2002,DAL,4,Michael Finley
9356,2002,DAL,7,Adrian Griffin
9357,2002,DAL,21,Adam Harrington
9358,2002,DAL,6,Avery Johnson
9359,2002,DAL,54,Popeye Jones
9360,2002,DAL,45,Raef LaFrentz
9361,2002,DAL,14,Eduardo Nájera
9362,2002,DAL,13,Steve Nash
9363,2002,DAL,41,Dirk Nowitzki
9364,2002,DAL,17,Antoine Rigaudeau
9365,2002,DAL,30,Mark Strickland
9366,2002,DAL,31,Nick Van Exel
9367,2002,DAL,43,Walt Williams
9368,2002,MIN,21,Kevin Garnett
9369,2002,MIN,9,Kendall Gill
9370,2002,MIN,16,Troy Hudson
9371,2002,MIN,25,Marc Jackson
9372,2002,MIN,8,Rasho Nesterović
9373,2002,MIN,44,Anthony Peeler
9374,2002,MIN,36,Igor Rakočević
9375,2002,MIN,35,Reggie Slater
9376,2002,MIN,32,Joe Smith
9377,2002,MIN,1,Rod Strickland
9378,2002,MIN,10,Wally Szczerbiak
9379,2002,MIN,20,Gary Trent
9380,2002,MIN,29,Mike Wilks
9381,2002,MIN,3,Loren Woods
9382,2002,UTA,26,John Amaechi
9383,2002,UTA,30,Carlos Arroyo
9384,2002,UTA,40,Calbert Cheaney
9385,2002,UTA,31,Jarron Collins
9386,2002,UTA,15,Matt Harpring
9387,2002,UTA,13,Mark Jackson
9388,2002,UTA,47,Andrei Kirilenko
9389,2002,UTA,32,Karl Malone
9390,2002,UTA,44,Tony Massenburg
9391,2002,UTA,00,Greg Ostertag
9392,2002,UTA,34,Scott Padgett
9393,2002,UTA,2,DeShawn Stevenson
9394,2002,UTA,12,John Stockton
9395,2002,HOU,13,Kelvin Cato
9396,2002,HOU,52,Jason Collier
9397,2002,HOU,3,Steve Francis
9398,2002,HOU,33,Eddie Griffin
9399,2002,HOU,1,Juaquin Hawkins
9400,2002,HOU,6,Tito Maddox
9401,2002,HOU,11,Yao Ming
9402,2002,HOU,5,Cuttino Mobley
9403,2002,HOU,44,Terence Morris
9404,2002,HOU,9,Boštjan Nachbar
9405,2002,HOU,12,Moochie Norris
9406,2002,HOU,55,James Posey
9407,2002,HOU,41,Glen Rice
9408,2002,HOU,2,Maurice Taylor
9409,2002,HOU,21,Kenny Thomas
9410,2002,MEM,21,Robert Archibald
9411,2002,MEM,24,Mike Batiste
9412,2002,MEM,31,Shane Battier
9413,2002,MEM,8,Michael Dickerson
9414,2002,MEM,16,Pau Gasol
9415,2002,MEM,10,Gordan Giriček
9416,2002,MEM,0,Drew Gooden
9417,2002,MEM,40,Ryan Humphrey
9418,2002,MEM,22,Brevin Knight
9419,2002,MEM,33,Mike Miller
9420,2002,MEM,20,Chris Owens
9421,2002,MEM,1,Wesley Person
9422,2002,MEM,4,Stromile Swift
9423,2002,MEM,15,Cezary Trybański
9424,2002,MEM,25,Earl Watson
9425,2002,MEM,2,Jason Williams
9426,2002,MEM,42,Lorenzen Wright
9427,2002,DEN,15,Chris Andersen
9428,2002,DEN,30,Mark Blount
9429,2002,DEN,32,Ryan Bowen
9430,2002,DEN,14,Devin Brown
9431,2002,DEN,9,Mark Bryant
9432,2002,DEN,23,Marcus Camby
9433,2002,DEN,25,John Crotty
9434,2002,DEN,21,Adam Harrington
9435,2002,DEN,6,Junior Harrington
9436,2002,DEN,1,Donnell Harvey
9437,2002,DEN,31,Nenê Hilário
9438,2002,DEN,5,Juwan Howard
9439,2002,DEN,41,James Posey
9440,2002,DEN,11,Kenny Satterfield
9441,2002,DEN,4,Predrag Savović
9442,2002,DEN,20,Jeff Trepagnier
9443,2002,DEN,22,Nikoloz Tskitishvili
9444,2002,DEN,7,Rodney White
9445,2002,DEN,12,Chris Whitney
9446,2002,DEN,11,Shammond Williams
9447,2002,DEN,3,Vincent Yarbrough
9448,2002,SAC,10,Mike Bibby
9449,2002,SAC,13,Doug Christie
9450,2002,SAC,7,Keon Clark
9451,2002,SAC,8,Mateen Cleaves
9452,2002,SAC,21,Vlade Divac
9453,2002,SAC,51,Lawrence Funderburke
9454,2002,SAC,24,Bobby Jackson
9455,2002,SAC,22,Jim Jackson
9456,2002,SAC,9,Damon Jones
9457,2002,SAC,31,Scot Pollard
9458,2002,SAC,16,Peja Stojaković
9459,2002,SAC,5,Hedo Türkoğlu
9460,2002,SAC,3,Gerald Wallace
9461,2002,SAC,4,Chris Webber
9462,2002,LAL,8,Kobe Bryant
9463,2002,LAL,2,Derek Fisher
9464,2002,LAL,17,Rick Fox
9465,2002,LAL,3,Devean George
9466,2002,LAL,5,Robert Horry
9467,2002,LAL,35,Mark Madsen
9468,2002,LAL,14,Stanislav Medvedenko
9469,2002,LAL,30,Tracy Murray
9470,2002,LAL,34,Shaquille O'Neal
9471,2002,LAL,12,Jannero Pargo
9472,2002,LAL,21,Kareem Rush
9473,2002,LAL,0,Soumaila Samake
9474,2002,LAL,20,Brian Shaw
9475,2002,LAL,52,Samaki Walker
9476,2002,POR,1,Derek Anderson
9477,2002,POR,44,Ruben Boumtje-Boumtje
9478,2002,POR,10,Antonio Daniels
9479,2002,POR,34,Dale Davis
9480,2002,POR,14,Chris Dudley
9481,2002,POR,5,Jeff McInnis
9482,2002,POR,21,Ruben Patterson
9483,2002,POR,33,Scottie Pippen
9484,2002,POR,50,Zach Randolph
9485,2002,POR,11,Arvydas Sabonis
9486,2002,POR,7,Charles Smith
9487,2002,POR,3,Damon Stoudamire
9488,2002,POR,30,Rasheed Wallace
9489,2002,POR,6,Bonzi Wells
9490,2002,POR,24,Qyntel Woods
9491,2002,PHO,0,Randy Brown
9492,2002,PHO,4,Alton Ford
9493,2002,PHO,24,Tom Gugliotta
9494,2002,PHO,1,Anfernee Hardaway
9495,2002,PHO,23,Casey Jacobsen
9496,2002,PHO,2,Joe Johnson
9497,2002,PHO,14,Dan Langhi
9498,2002,PHO,3,Stephon Marbury
9499,2002,PHO,31,Shawn Marion
9500,2002,PHO,45,Bo Outlaw
9501,2002,PHO,32,Amar'e Stoudemire
9502,2002,PHO,25,Jake Tsakalidis
9503,2002,PHO,43,Jake Voskuhl
9504,2002,PHO,47,Scott Williams
9505,2002,SEA,34,Ray Allen
9506,2002,SEA,17,Kenny Anderson
9507,2002,SEA,31,Brent Barry
9508,2002,SEA,52,Calvin Booth
9509,2002,SEA,41,Elden Campbell
9510,2002,SEA,14,Predrag Drobnjak
9511,2002,SEA,34,Reggie Evans
9512,2002,SEA,40,Joseph Forte
9513,2002,SEA,33,Jerome James
9514,2002,SEA,7,Rashard Lewis
9515,2002,SEA,24,Desmond Mason
9516,2002,SEA,15,Ronald Murray
9517,2002,SEA,8,Kevin Ollie
9518,2002,SEA,20,Gary Payton
9519,2002,SEA,9,Vitaly Potapenko
9520,2002,SEA,77,Vladimir Radmanović
9521,2002,SEA,5,Ansu Sesay
9522,2002,GSW,0,Gilbert Arenas
9523,2002,GSW,11,Earl Boykins
9524,2002,GSW,25,Erick Dampier
9525,2002,GSW,10,Mike Dunleavy
9526,2002,GSW,21,Danny Fortson
9527,2002,GSW,31,Adonal Foyle
9528,2002,GSW,11,A.J. Guyton
9529,2002,GSW,33,Antawn Jamison
9530,2002,GSW,34,Chris Mills
9531,2002,GSW,1,Troy Murphy
9532,2002,GSW,2,Dean Oliver
9533,2002,GSW,23,Jason Richardson
9534,2002,GSW,5,Guy Rucker
9535,2002,GSW,3,Bob Sura
9536,2002,GSW,18,Óscar Torres
9537,2002,GSW,4,Jiří Welsch
9538,2002,LAC,42,Elton Brand
9539,2002,LAC,1,Keyon Dooling
9540,2002,LAC,2,Melvin Ely
9541,2002,LAC,32,Tremaine Fowlkes
9542,2002,LAC,20,Marko Jarić
9543,2002,LAC,50,Corey Maggette
9544,2002,LAC,24,Andre Miller
9545,2002,LAC,7,Lamar Odom
9546,2002,LAC,34,Michael Olowokandi
9547,2002,LAC,44,Cherokee Parks
9548,2002,LAC,52,Eric Piatkowski
9549,2002,LAC,3,Quentin Richardson
9550,2002,LAC,45,Sean Rooks
9551,2002,LAC,54,Chris Wilcox
9552,2002,LAC,16,Wang Zhizhi
9553,2001,NJN,1,Brandon Armstrong
9554,2001,NJN,35,Jason Collins
9555,2001,NJN,10,Derrick Dial
9556,2001,NJN,54,Steve Goodrich
9557,2001,NJN,12,Lucious Harris
9558,2001,NJN,24,Richard Jefferson
9559,2001,NJN,8,Anthony Johnson
9560,2001,NJN,5,Jason Kidd
9561,2001,NJN,30,Kerry Kittles
9562,2001,NJN,11,Todd MacCulloch
9563,2001,NJN,13,Donny Marshall
9564,2001,NJN,6,Kenyon Martin
9565,2001,NJN,21,Brian Scalabrine
9566,2001,NJN,50,Reggie Slater
9567,2001,NJN,44,Keith Van Horn
9568,2001,NJN,34,Aaron Williams
9569,2001,BOS,7,Kenny Anderson
9570,2001,BOS,4,Tony Battie
9571,2001,BOS,30,Mark Blount
9572,2001,BOS,42,Kedrick Brown
9573,2001,BOS,11,Randy Brown
9574,2001,BOS,28,Tony Delk
9575,2001,BOS,40,Joseph Forte
9576,2001,BOS,31,Joe Johnson
9577,2001,BOS,0,Walter McCarty
9578,2001,BOS,9,Milt Palacio
9579,2001,BOS,34,Paul Pierce
9580,2001,BOS,52,Vitaly Potapenko
9581,2001,BOS,54,Rodney Rogers
9582,2001,BOS,20,Erick Strickland
9583,2001,BOS,8,Antoine Walker
9584,2001,BOS,55,Eric Williams
9585,2001,ORL,10,Darrell Armstrong
9586,2001,ORL,7,Dee Brown
9587,2001,ORL,30,Jud Buechler
9588,2001,ORL,55,Andrew DeClercq
9589,2001,ORL,6,Patrick Ewing
9590,2001,ORL,8,Pat Garrity
9591,2001,ORL,54,Horace Grant
9592,2001,ORL,33,Grant Hill
9593,2001,ORL,11,Troy Hudson
9594,2001,ORL,34,Steven Hunter
9595,2001,ORL,2,Jaren Jackson
